         3.219391823        0.5164639410        0.3529278821       0.03469591156
         3.291159853        0.4882319705        0.3146959116      0.001159852606
         3.357623794        0.3911598526        0.2493918231       0.02646394104
         3.191159853        0.4064639410        0.2746959116       0.06115985261
         3.369391823        0.4164639410        0.2782319705       0.03823197052
         3.081159853        0.4482319705        0.3429278821       0.06000000000
         3.152319705        0.4246959116        0.3464639410       0.02823197052
         3.166463941        0.5000000000        0.2882319705       0.03823197052
         3.337623794        0.3682319705        0.2682319705       0.01823197052
         2.975855764        0.2875672925        0.2028148798      0.003423056677
         3.123479558        0.4469591156        0.3880059660       0.04739778909
         3.084639410        0.3804386735        0.3079494648     -0.005586594139
         2.852814880        0.3875107914        0.2797174943        0.1656297596
         3.182814880        0.3574542902        0.3536922267       0.03595543078
         3.146959116        0.4415420249        0.3971717845        0.2307078435
         3.230495175        0.4992223197        0.4189963151       0.02468257589
         3.051711528        0.5015985261        0.2936922267       0.05076434462
         3.241103351        0.4569591156        0.5027018775       0.04916581856
         3.234582909        0.4915985261        0.3961249342       0.03678961221
         2.990495175        0.3545264081        0.3167331111       0.05386173013
         2.946407440        0.4111033515        0.3316550272       0.05811896824
         3.047623794        0.5164639410        0.3382319705       0.03000000000
         3.099391823        0.4064639410        0.2864639410       0.04000000000
         2.632927882        0.3464639410        0.2246959116       0.01823197052
         3.061159853        0.3729278821        0.1911598526     -0.003536058958
         3.027623794        0.3682319705        0.2746959116      0.004695911563
         3.342927882        0.3964639410        0.2829278821       0.05000000000
         2.947015617        0.4411598526        0.3040877347       0.01939182313
         2.698783646        0.4564639410        0.3764639410       0.02646394104
         2.862927882        0.3900000000        0.3164639410      0.008231970521
         3.149391823        0.4382319705        0.2582319705       0.02469591156
         2.970551676        0.4200000000        0.2700000000       0.08000000000
         3.177623794        0.3900000000        0.3100000000       0.03823197052
         3.234695912        0.5600000000        0.3082319705       0.03469591156
         2.872927882        0.4346959116        0.3211598526       0.02469591156
         3.087623794        0.2729278821        0.2611598526      0.006463941042
         2.761159853        0.4646959116        0.2793918231       0.02823197052
         3.294087735        0.2546959116        0.1729278821       0.01823197052
         2.907623794        0.3400000000        0.2100000000     -0.005304088437
         2.957623794        0.3164639410        0.2011598526      0.004695911563
         2.651159853        0.3664639410        0.2929278821     -0.003536058958
         2.811159853        0.4664639410        0.3029278821       0.01000000000
         3.136463941        0.3482319705        0.2482319705      0.006463941042
         3.142927882        0.4682319705        0.3264639410      0.004695911563
         2.636463941        0.3493918231        0.2976237936       0.01939182313
         3.299391823        0.4064639410        0.2329278821       0.04939182313
         3.191159853        0.2629278821        0.2529278821       0.04469591156
         2.954087735        0.4746959116        0.3258557642       0.01115985261
         2.911159853        0.4300000000        0.4382319705       0.04469591156
         2.989391823        0.3500000000        0.1911598526       0.02292788208
         2.864695912        0.4382319705        0.2746959116       0.02823197052
         2.932927882        0.3664639410        0.2464639410       0.02000000000
