epoch,disc_loss,gen_loss,val_disc_loss,val_gen_loss
0,1.665775179862976,0.4908714294433594,NA,NA
1,1.2325838804244995,0.9696583151817322,NA,NA
2,1.3088749647140503,0.9986980557441711,NA,NA
3,1.3020292520523071,0.9554780721664429,NA,NA
4,1.336225152015686,0.8726204037666321,NA,NA
5,0.8634622097015381,2.1334047317504883,NA,NA
6,0.4636235535144806,4.726287841796875,NA,NA
7,0.7071049213409424,2.3001461029052734,NA,NA
8,0.5013409852981567,3.1248888969421387,NA,NA
9,1.2214850187301636,0.927375078201294,NA,NA
10,1.5363277196884155,0.7633956670761108,NA,NA
11,1.3115763664245605,0.8681468963623047,NA,NA
12,1.4276008605957031,0.7712405920028687,NA,NA
13,1.2906804084777832,0.8762997388839722,NA,NA
14,1.4329864978790283,0.7635869979858398,NA,NA
15,1.220962405204773,1.0726946592330933,NA,NA
16,1.3552730083465576,0.778266191482544,NA,NA
17,1.2385964393615723,0.8320921659469604,NA,NA
18,1.434460163116455,0.747211217880249,NA,NA
19,1.3008537292480469,0.850959837436676,NA,NA
20,1.3949828147888184,0.8384816646575928,NA,NA
21,1.4826070070266724,0.9769028425216675,NA,NA
22,1.4161077737808228,0.7647982835769653,NA,NA
23,1.2071785926818848,1.0071907043457031,NA,NA
24,1.416317105293274,0.8121533393859863,NA,NA
25,1.265373945236206,1.0965806245803833,NA,NA
26,1.2407387495040894,0.9447640180587769,NA,NA
27,1.428844690322876,0.8839216232299805,NA,NA
28,1.136385440826416,1.3339471817016602,NA,NA
29,1.4401646852493286,0.8088480234146118,NA,NA
30,1.2919421195983887,0.9153109788894653,NA,NA
31,1.3171137571334839,0.9656466245651245,NA,NA
32,1.0048441886901855,1.9763048887252808,NA,NA
33,0.690740168094635,3.3103671073913574,NA,NA
34,0.49454766511917114,4.3808913230896,NA,NA
35,1.0138068199157715,1.5262937545776367,NA,NA
36,1.5581551790237427,0.8549977540969849,NA,NA
37,2.0660452842712402,0.3308485746383667,NA,NA
38,1.3291471004486084,0.9685989618301392,NA,NA
39,1.1976470947265625,0.9529242515563965,NA,NA
40,1.2934086322784424,0.9608981013298035,NA,NA
41,1.186683177947998,1.0756950378417969,NA,NA
42,1.2820178270339966,1.038836121559143,NA,NA
43,1.4803640842437744,0.7510500550270081,NA,NA
44,1.127577543258667,1.1318050622940063,NA,NA
45,1.2153887748718262,1.0043606758117676,NA,NA
46,1.431617021560669,0.7396533489227295,NA,NA
47,1.6597366333007812,0.49494171142578125,NA,NA
48,1.3231252431869507,0.8463495969772339,NA,NA
49,1.2393625974655151,1.0191774368286133,NA,NA
50,1.5268170833587646,0.7352259159088135,NA,NA
51,1.0804126262664795,0.9768660068511963,NA,NA
52,1.3136556148529053,0.8211127519607544,NA,NA
53,1.3259930610656738,1.1064523458480835,NA,NA
54,1.3893086910247803,0.7917969226837158,NA,NA
55,1.4715754985809326,0.7153606414794922,NA,NA
56,1.1113653182983398,1.1271495819091797,NA,NA
57,1.3551243543624878,0.7693644762039185,NA,NA
58,1.2605550289154053,0.8819447159767151,NA,NA
59,1.3310980796813965,0.8630056381225586,NA,NA
60,1.3685907125473022,0.8625731468200684,NA,NA
61,1.3264236450195312,0.8688036799430847,NA,NA
62,1.3938069343566895,0.7588831186294556,NA,NA
63,1.1385974884033203,1.0217268466949463,NA,NA
64,1.4259953498840332,0.6991432905197144,NA,NA
65,1.6454623937606812,0.4492974877357483,NA,NA
66,1.4482762813568115,0.6675886511802673,NA,NA
67,1.4567749500274658,0.588080108165741,NA,NA
68,1.3948969841003418,0.8071854114532471,NA,NA
69,1.4409797191619873,0.7309011220932007,NA,NA
70,1.336822271347046,0.8503347635269165,NA,NA
71,1.4288181066513062,0.7737336158752441,NA,NA
72,1.308014988899231,0.8485384583473206,NA,NA
73,1.1736515760421753,1.2374663352966309,NA,NA
74,1.1181093454360962,1.0532968044281006,NA,NA
75,1.3948391675949097,0.7578617334365845,NA,NA
76,1.4937880039215088,0.6238805651664734,NA,NA
77,1.431955337524414,0.6377310752868652,NA,NA
78,1.2968683242797852,0.7544865608215332,NA,NA
79,1.2106722593307495,0.9535071849822998,NA,NA
80,1.243422269821167,0.870270848274231,NA,NA
81,1.4016821384429932,0.616455078125,NA,NA
82,1.4377598762512207,0.7744036912918091,NA,NA
83,0.8593813180923462,2.7690396308898926,NA,NA
84,1.3740744590759277,0.5970273017883301,NA,NA
85,1.1886157989501953,1.285813570022583,NA,NA
86,1.4899548292160034,0.6987125873565674,NA,NA
87,1.3401744365692139,0.7452654838562012,NA,NA
88,1.412111759185791,0.6393978595733643,NA,NA
89,1.3554511070251465,0.727374255657196,NA,NA
90,1.2979201078414917,1.8998146057128906,NA,NA
91,1.4003996849060059,0.6328127980232239,NA,NA
92,1.508469820022583,0.539085865020752,NA,NA
93,1.3788458108901978,0.6389367580413818,NA,NA
94,1.373341679573059,0.6198509931564331,NA,NA
95,1.0794661045074463,1.349331021308899,NA,NA
96,1.3638335466384888,2.030118942260742,NA,NA
97,1.457369089126587,0.6035679578781128,NA,NA
98,1.1683616638183594,1.379474401473999,NA,NA
99,1.4310439825057983,0.5604055523872375,NA,NA
