epoch,sample_q_score
1,0.0
2,1.5557698689895447
3,1.5137601445033828
4,0.09412966008468535
5,0.0
6,0.03770873736938679
7,0.0
8,0.0
9,0.40276034198654037
10,1.8629813239794653
11,2.624949317908865
12,21.8790750767622
13,1.7527138840255927
14,26.601774939363292
15,25.3986291787098
16,164.32161809746444
17,58.04556777944338
18,3.4306749407694084
19,3.3915636530387436
20,96.82949216795326
21,3.3168403231361046
22,461.3719922633398
23,2.3138459926408967
24,1.6334684295214155
25,22.018835186264553
26,2.1199194566898343
27,2.2605997009619125
28,3.9804003975396385
29,19.179822523987283
30,1.7889031370306916
31,2.1926827646325355
32,997.1663649030878
33,4.120107071731685
34,6.112784644953878
35,225.63644379727737
36,139.43963990348504
37,2.1209495281202555
38,4.874877046187206
39,2.856215461214804
40,4.525025863705249
41,6.221083543656373
42,2.6836647043041397
43,1.5097529678173236
44,158.48057189520827
45,4.729256937388177
46,0.0
47,1.2268327752242862
48,1.4722049125827787
49,1.1039460879327143
50,2.4987427266364053
51,0.9249497495028337
52,0.8669220634233176
53,1.2699067431305378
54,2.238469943333353
55,0.8308267901505983
56,1.492167594791539
57,1.6532095272050906
58,1.3315485297527798
59,0.09201199276799986
60,0.9392500373866701
61,1.4965880074891893
62,0.7376389246161108
63,0.7397225717163026
64,2.1048581869091385
65,0.8096570945842625
66,2.147644581231317
67,1.0332152493554303
68,19.938956036982503
69,-0.006029804017978789
70,0.9116439725683227
71,-61.71361732362798
72,90.0747742027963
73,-35.24150243523144
74,-75.94545773061792
75,59.98400749884121
76,-34.00113998106705
77,0.44138347854764526
78,0.05946291372280388
79,-7.504092600338898
80,-27.60266867151762
81,9.668103450093353
82,0.8553240365737451
83,89.28935604947118
84,103.98323701040489
85,75.67834510731478
86,-32.25451665244641
87,1.0262202585696636
88,82.61406164087096
89,-13.690271836964563
90,71.24665751395574
91,1.0172137634622742
92,0.9717777363910736
93,2.169435065583962
94,1.1404132836030096
95,140.642849847738
96,1.0415688007208177
97,1.0149556893483649
98,1.6473599136493016
99,2.414052319068809
100,2.518770028001265
