Run,z_dim,learning_rate,batch_size,Min_Loss,Final_Loss,Loss_Slope,Recent_Slope,Loss_Std,Max_Jump,R_Squared,Epochs_To_Converge,Stability_Score,QPO_Available,Max_QPO,Final_QPO,Avg_QPO,QPO_Slope,Recent_QPO_Slope,QPO_Std,QPO_Score,Overall_Score
run_8_z100_lr0.0005_bs128,100,0.0005,128,0.6324933,0.7764404,-0.024892339868291147,-0.0028975675714285696,0.3777142677977219,1.5051885999999999,0.432195799505172,74,6.205726486783799,True,2045.4105164351024,-13.24802642495372,70.74865302595667,1.964817238330087,-16.778672846241236,267.30875325278396,2122.559315419406,1064.382520953095
run_1_z64_lr0.001_bs64,64,0.001,64,0.5274551,4.0643897,0.08782796926787702,-0.27515891749999993,2.031621523552546,11.9496818,0.32448388213946083,12,2.7090505714680324,True,1898.1120337096231,1.047574682564562,50.004330697587775,0.9121470572908812,-1.003530046137509,204.71506254257366,1958.2854096626843,980.4972301170761
run_4_z64_lr0.0005_bs128,64,0.0005,128,0.56237197,0.62800646,-0.0068260713140627545,-0.002046691678571428,0.30716437331246893,1.1509823700000001,0.13682243728535637,22,7.501740765816341,True,1013.3001411617936,206.7622851637897,64.91801276340442,0.8270767739625373,6.01752674350723,162.07440010995182,1383.5141079812217,695.507924373519
run_2_z64_lr0.001_bs128,64,0.001,128,0.42615294,1.2210844,0.010990000961777352,0.03167143664285714,0.37437142633522774,2.3010152,0.24330035883568407,12,6.2701419091841615,True,997.1663649030878,2.518770028001265,29.917981642284072,-0.4232514197998192,-0.09095699224524756,116.27035791252918,1029.6031165733732,517.9366292412786
run_5_z100_lr0.001_bs64,100,0.001,64,0.63284564,4.6826835,0.017917512000159265,0.24083616389285714,0.3287039016837768,2.4629721,0.295396965132723,12,5.2401784307302215,True,990.6819238786112,2.213778753445775,28.997344255068313,-0.16997387551950388,-0.42170253634119303,137.79671741488798,1021.8930468871254,513.5666126589277
run_6_z100_lr0.001_bs128,100,0.001,128,0.47147816,7.1529894,0.05788449174406753,0.08910895392857143,0.6889277984741177,2.6346653,0.6082318108126491,13,4.086081260749708,True,380.8874942234961,248.27501807285017,9.79096914751202,0.27644335279553583,10.96900724342484,78.0193289714333,806.2530236231862,405.16955244196794
run_3_z64_lr0.0005_bs64,64,0.0005,64,0.29203975,0.5607214,-0.0022662279093804754,0.0071077482499999995,0.3588319292120726,2.9439466999999997,0.013723673567924729,38,8.336351773077817,True,190.2098614048398,0.1493326346773845,8.65926138555498,-0.169686254965913,0.2871402855888187,37.813030417403226,203.32555970890445,105.83095574099113
run_7_z100_lr0.0005_bs64,100,0.0005,64,0.5827337,3.7169607,-0.01573120136582259,0.15185946749999998,0.615382912214655,2.4218158999999995,0.05546580260927621,13,4.038729899645112,True,139.04304717003734,2.436273267826756,-0.9222696221818332,0.3837784073412151,-1.8009319202825544,35.85764644950779,144.3948348890944,74.21678239436976
