epoch,sample_q_score
1,0.0
2,0.0
3,0.0
4,-109.74650886763438
5,-109.53101898085235
6,1.4350593769444275
7,-72.51771670177382
8,0.8265239204429111
9,3.3571199626483397
10,1.4905198448165455
11,2.7685701877672937
12,-136.0467333963113
13,0.6847000536795003
14,1.2787586600118936
15,-121.36051046260505
16,29.110080929307642
17,29.63863135292421
18,28.582497077859177
19,3.173146681725157
20,-1.925727784739023
21,0.4804804710097991
22,0.0
23,0.8571879588535585
24,0.6090522645152722
25,0.0
26,0.22398734725897407
27,0.2801380862336763
28,-68.20145302805496
29,3.8329139417570506
30,-88.30297995939802
31,-52.2756636130372
32,3.334162429461275
33,-21.698173418912305
34,93.74035285274452
35,2.253761488124917
36,2.6597700565877656
37,2.178849709890434
38,2.593116209795541
39,1.6219746194043738
40,2.016970734037142
41,1.5763958727063667
42,0.3080076365705577
43,3.37108633198564
44,18.733549643871417
45,1.634294478633849
46,3.4154133849970068
47,-6.56358037522117
48,4.652149955716713
49,1.8056013305422385
50,2.012107756137541
51,3.108856173403619
52,2.570462009075003
53,1.8071248712276478
54,1.4830819811672549
55,3.8488953738079204
56,26.60966702591199
57,1.6094775002427653
58,0.5712728795074702
59,1.7488297779230617
60,1.247594208607193
61,1.389877315978194
62,68.805237997859
63,1.4041409792309065
64,1.5792791257750396
65,1.2582099404459024
66,0.7574980866100081
67,139.04304717003734
68,1.901686972482948
69,1.0765085975853115
70,1.1418608193275541
71,2.3715696879179853
72,1.7810637175920827
73,1.0472263039182115
74,1.5201115663417535
75,0.4368046483941437
76,0.155941469099016
77,1.4367792246295916
78,0.4429978879445736
79,-0.22810705455695446
80,13.017712314132295
81,3.013152530643148
82,0.6772909344209391
83,0.697791586589331
84,3.449847688097894
85,2.997069397151077
86,1.5362847528865227
87,108.61246184453492
88,1.4300095902789631
89,-15.344049315057612
90,3.739649313388473
91,3.2375002363139394
92,5.356205605098436
93,3.713059990525428
94,2.6404686187230335
95,5.587100699911798
96,5.13175604748733
97,3.780888530394697
98,5.0077850133767114
99,6.760916857182953
100,2.436273267826756
