epoch,sample_q_score
1,9.363639509057933
2,0.0
3,0.0
4,-0.576663240490728
5,0.6910740214757474
6,-59.894399940637136
7,-0.12903486370292783
8,1.0966624085933607
9,0.9526849358456487
10,0.15108348800213225
11,1.5081611209692198
12,15.463002664809796
13,0.0
14,1.6204423478062768
15,-129.78909133433314
16,3.2330220359137263
17,-8.368988282945404
18,2.1162837041453724
19,1.4126196986319925
20,1.9667327864982562
21,1.6515783082557633
22,2.1876036472883067
23,3.8414157075815543
24,2.997203226937986
25,1.8467811004712995
26,1.428987210592013
27,2.4088654318014635
28,3.6823614952701686
29,5.841870548438222
30,4.180889424110484
31,4.511587293636758
32,3.3490672449194347
33,2.369802627294784
34,2.7178917425158082
35,2.5269159997089417
36,1.7347507688619266
37,1.3059507315403198
38,1.453422040937621
39,0.7069049677077536
40,-25.732855664406653
41,0.9417439985965884
42,0.8568117660204219
43,1.657482663512575
44,0.4899755105188895
45,0.5650662627233907
46,1.0695984140703567
47,0.9669267606693457
48,1.1419413285606415
49,1.283444311393496
50,0.9112444308486116
51,0.8462283160071203
52,1.067978941850078
53,1.1698407445778716
54,1.1205429985004756
55,1.128670333017073
56,0.6814779572067684
57,1.0376670166019215
58,-61.901485677794874
59,122.35379972949805
60,0.5358567423008017
61,-58.538428518369386
62,-96.57292781191067
63,1.3747853604861364
64,0.6143497730246861
65,0.07885211352548721
66,1.080166515962778
67,0.6984343853699712
68,-34.89548742378252
69,0.40197924818573094
70,-32.42494980243598
71,0.129166188344408
72,-64.33790923493864
73,1.6530178635544899
74,1.8369092151611968
75,-89.8977482788311
76,0.5974395878096387
77,0.8655589532793757
78,0.977675032847482
79,-0.36128302876515556
80,-0.07544371249214131
81,1.991783001341766
82,-12.878729401175619
83,0.7269564886665731
84,-67.02258363603612
85,-0.5031428267767402
86,1.9788503225169147
87,1.5323642529894408
88,-42.43341300327491
89,0.6711608084915257
90,-1.2777031734146551
91,-3.015319060399722
92,-62.139310872433
93,-24.698407353975753
94,-47.65929646247772
95,1.5422300499033923
96,-20.72811976383536
97,-46.64364007461799
98,-58.73989311516861
99,-7.237029379373064
100,-48.41472875568642
