epoch,sample_q_score
1,0.0
2,0.0
3,2.199252495382361
4,-0.08674441936912813
5,0.10774364321147453
6,-43.00612022828932
7,0.0
8,0.01362915774842705
9,0.7370085441728269
10,1.5217935008964112
11,2.3528162903108547
12,13.957972427540351
13,3.2673632068591028
14,10.74655356388264
15,0.0
16,3.906611936006839
17,-63.06953414784758
18,3.6851079147291057
19,4.043999944626245
20,6.5227021711639654
21,4.786777945498319
22,4.690297136565963
23,0.0
24,2.8160539094464645
25,5.156660339196449
26,14.644998347123
27,4.444648716361561
28,3.9898520215562003
29,0.0
30,-93.155613552971
31,380.8874942234961
32,273.8990429253959
33,-33.153374290473295
34,1.2140208911273493
35,-137.41621693174534
36,-88.53909508161658
37,1.4110021131954484
38,-52.71628020281223
39,1.0711430530730763
40,2.289010805507856
41,44.88522687739856
42,2.6715418256878114
43,-12.980006237165876
44,-1.2994440568157306
45,3.22516675745143
46,344.01425537595907
47,-48.55963492534871
48,-3.8683313851310364
49,3.0907576235068763
50,-37.60795829128877
51,-39.33572644904213
52,3.7802805518219644
53,2.3049542541268355
54,-31.94516437565816
55,-16.612187790917908
56,-0.5686647620735783
57,2.3872984257810246
58,4.684616800014375
59,-22.623069820543275
60,1.5906083096724768
61,-0.22425659866513126
62,-22.1354265107737
63,4.5785278767634665
64,2.0754980392778983
65,4.374119423708645
66,-17.55503041704371
67,-26.583184288651285
68,-10.448023605990327
69,-35.423121041550814
70,-3.598922092578451
71,1.5320775309039143
72,52.923033239349216
73,2.5242992364746875
74,-0.17440262881241111
75,-25.895198610765316
76,-18.676793300862222
77,-37.35702053536695
78,1.9346359326140008
79,0.5242602465964146
80,-94.71658831085712
81,-0.5354192228318001
82,1.846067093872587
83,1.7848365240169024
84,2.9328323937621676
85,1.113463837385984
86,10.702436253814803
87,40.83367747034631
88,6.147618421540138
89,1.0626047074749232
90,0.913352789494558
91,29.058114950785757
92,33.48841252172257
93,6.421083831760084
94,2.0302445923204715
95,72.6166326767958
96,-60.8863432781845
97,2.3641215460827296
98,356.1792077667443
99,4.615371141292186
100,248.27501807285014
