epoch,sample_q_score
1,-113.35457160325981
2,0.8388408661888712
3,1.1360401745059805
4,0.0
5,0.0
6,-0.6520873744923048
7,-3.777405304448155
8,-0.39653066800887266
9,-17.51486152508655
10,-0.2955218751343169
11,0.0385182716996157
12,-72.90959735587705
13,0.0
14,0.0
15,-87.81875373609421
16,99.4126977225045
17,1.7489099351593507
18,-94.1156761385079
19,1.3931788250899977
20,0.5651937990227937
21,1.9498664735893012
22,0.9861314997443766
23,4.9898398623106255
24,54.17557730443156
25,3.1050298729570835
26,0.8726801033635417
27,9.233153160050412
28,136.7442272532804
29,3.1862844455363066
30,4.477977748195171
31,2.254489432687662
32,0.9869342087999347
33,4.6819380469747705
34,0.7590367862844675
35,2.33204818362427
36,3.8725486916315623
37,141.48632716048562
38,3.796956981920518
39,0.7236206147838102
40,14.387508400267416
41,0.0
42,0.0
43,1.3234414736736897
44,3.4532519226482754
45,-143.66202285297163
46,132.94293359321475
47,0.42806724393039625
48,-85.04619752019603
49,3.570324043803772
50,68.41180831519783
51,3.9956592159876783
52,1.8520401718733186
53,1.1477706502529368
54,2.450618197164299
55,3.554277620256734
56,26.646577825585034
57,1.9543637409995975
58,1.2429433062816087
59,3.9268170015312824
60,509.85751707886857
61,0.0
62,23.99102166198183
63,29.44097426727701
64,1288.1539900868668
65,2045.4105164351026
66,-59.98980847418904
67,-21.60595913852583
68,-117.73447473856355
69,-110.51105743457614
70,-112.51218741848184
71,211.5126272452843
72,128.40350750300846
73,64.25594372413457
74,5.61870529981524
75,367.77633296066114
76,-114.34121762789208
77,312.3972395493948
78,86.65730484339944
79,112.11815568705471
80,-24.565923235829604
81,59.54152914669553
82,5.017970087057281
83,191.31863211959163
84,3.3099048180376163
85,613.9577625519081
86,130.18595539669852
87,0.13703428206548673
88,102.74489672821267
89,665.08867842717
90,135.33910406637793
91,132.3584141833012
92,118.1632779330355
93,0.8332023659383521
94,140.5789270727532
95,0.2180996544468327
96,3.5214776067431153
97,1.9861767860707793
98,21.6310889590955
99,0.35476436721496935
100,-13.248026424953721
